"CAMPUS","FID_1","OBJECTID_1","OBJECTID","DISTRICT","DISTNAME","CAMPNAME","STREET_MAI","CITY_MAIL","ZIP_MAIL","STREET","CITY","ZIP","COUNTY","CNTYNAME","REGION","GRADERANGE","GRADEGRP","VERIFY","INSTR_TYPE","STREET_M_1","OBJECTID_2","JURISDICTI","CITY_NAME","JURISDIC_1","MODIFIED_F","JURISDIC_2","JURISDIC_3","CREATED_BY","CREATED_DA","MODIFIED_B","MODIFIED_D","AREA","LEN","CPETALLC","C_RATING","CAGC4X18N","CA0C4X18D"
"227,904,110","425","10,890","2,251","227,904","PFLUGERVILLE ISD","WINDERMERE PRI","429 GRAND AVE","PFLUGERVILLE","78,660","429 GRAND AVE","PFLUGERVILLE","78,660","227","TRAVIS COUNTY","13","EE PK KG 01 02","1","1","REGULAR",,"20","400,631,129","CITY OF PFLUGERVILLE","PFLUGERVILLE FULL PURPOSE","3,258","FULL PURPOSE","OCLL","meekss","2017 Oct 30 12:00:00 AM","meekss","2018 Jun 15 12:00:00 AM","652,777,453.008","389,371.869462","396","B",,
"227,904,046","475","16,139","7,500","227,904","PFLUGERVILLE ISD","KELLY LANE MIDDLE","18900 FALCON POINTE","PFLUGERVILLE","78,660","18900 FALCON POINTE","PFLUGERVILLE","78,660","227","TRAVIS COUNTY","13","06 07 08","2","0","REGULAR INSTRUCTIONAL",,"20","400,631,129","CITY OF PFLUGERVILLE","PFLUGERVILLE FULL PURPOSE","3,258","FULL PURPOSE","OCLL","meekss","2017 Oct 30 12:00:00 AM","meekss","2018 Jun 15 12:00:00 AM","652,777,453.008","389,371.869462","1,109","B",,
"246,909,007","16","10,910","2,271","246,909","ROUND ROCK ISD","STONY POINT H S","1801 TIGER TRAIL","ROUND ROCK","78,664","1801 TIGER TRAIL","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","09 10 11 12","4","0","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","2,598","B","547","561"
"246,909,106","36","14,641","6,002","246,909","ROUND ROCK ISD","XENIA VOIGT EL","1201 CUSHING DR","ROUND ROCK","78,664","1201 CUSHING DR","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","576","D",,
"246,909,137","66","9,527","887","246,909","ROUND ROCK ISD","UNION HILL EL","1511 GULF WAY","ROUND ROCK","78,664","1511 GULF WAY","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","768","B",,
"246,909,011","76","10,925","2,286","246,909","ROUND ROCK ISD","SUCCESS H S","1801 TIGER TRAIL","ROUND ROCK","78,664","1801 TIGER TRAIL","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","09 10 11 12","4","0","ALTERNATIVE",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","324","C","326","408"
"246,909,118","102","14,766","6,127","246,909","ROUND ROCK ISD","BLUEBONNET EL","1010 CHISHOLM VLY DR","ROUND ROCK","78,681","1010 CHISHOLM VLY DR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","408","C",,
"246,909,122","128","9,796","1,157","246,909","ROUND ROCK ISD","OLD TOWN EL","2200 CHAPARRAL DR","ROUND ROCK","78,681","2200 CHAPARRAL DR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","715","A",,
"246,909,126","136","10,663","2,024","246,909","ROUND ROCK ISD","FOREST CREEK EL","3805 FOREST CREEK DR","ROUND ROCK","78,664","3805 FOREST CREEK DR","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","PK KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","841","A",,
"246,909,111","154","14,708","6,069","246,909","ROUND ROCK ISD","VIC ROBERTSON EL","1415 BAYLAND ST","ROUND ROCK","78,664","1415 BAYLAND ST","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","PK KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","437","C",,
"246,909,132","163","16,126","7,487","246,909","ROUND ROCK ISD","CACTUS RANCH EL","2901 GOLDENOAK CIR","ROUND ROCK","78,681","2901 GOLDENOAK CIR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","EE KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","957","A",,
"246,909,127","176","8,997","357","246,909","ROUND ROCK ISD","CALDWELL HEIGHTS EL","4010 EAGLES NEST","ROUND ROCK","78,664","4010 EAGLES NEST","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","799","C",,
"246,909,136","183","9,590","950","246,909","ROUND ROCK ISD","NEYSA CALLISON EL","1750 THOMPSON TRL","ROUND ROCK","78,664","1750 THOMPSON TRL","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","781","F",,
"246,801,001","195","12,059","3,420","246,801","MERIDIAN WORLD SCHOOL LLC","MERIDIAN WORLD SCHOOL LLC","2555 N I-H 35","ROUND ROCK","78,664","2555 N I-H 35","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","KG 01 02 03 04 05 06 07 08 09 10 11 12","5","1","REGULAR INSTRUCTIONAL",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","1,648","A","60","61"
"246,909,041","220","14,552","5,913","246,909","ROUND ROCK ISD","C D FULKES MIDDLE","300 W ANDERSON AVE","ROUND ROCK","78,664","300 W ANDERSON AVE","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","06 07 08","2","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","770","D",,
"246,909,008","235","16,725","8,086","246,909","ROUND ROCK ISD","CEDAR RIDGE H S","2801 GATTIS SCHOOL RD","ROUND ROCK","78,664","2801 GATTIS SCHOOL RD","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","09 10 11 12","4","0","REGULAR INSTRUCTIONAL",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","2,753","B","596","610"
"246,909,048","243","8,989","349","246,909","ROUND ROCK ISD","NEW MIDDLE AT MCNEIL","1311 ROUND ROCK AVE","ROUND ROCK","78,681","1311 ROUND ROCK AVE","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","06 07 08","2","0","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005",,,,
"246,909,121","278","14,799","6,160","246,909","ROUND ROCK ISD","GATTIS EL","2920 ROUND ROCK RANCH RD","ROUND ROCK","78,664","2920 ROUND ROCK RANCH RD","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","745","C",,
"246,909,043","325","14,559","5,920","246,909","ROUND ROCK ISD","CHISHOLM TRAIL MIDDLE","500 OAKRIDGE DR","ROUND ROCK","78,681","500 OAKRIDGE DR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","06 07 08","2","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","943","B",,
"246,909,053","342","16,729","8,090","246,909","ROUND ROCK ISD","PFC ROBERT P HERNANDEZ MIDDLE","1901 SUNRISE RD","ROUND ROCK","78,664","1901 SUNRISE RD","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","06 07 08","2","0","REGULAR INSTRUCTIONAL",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","755","D",,
"246,909,135","343","16,731","8,092","246,909","ROUND ROCK ISD","CHANDLER OAKS EL","3800 STONE OAK DR","ROUND ROCK","78,681","3800 STONE OAK DR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","567","A",,
"246,909,051","353","9,070","430","246,909","ROUND ROCK ISD","RIDGEVIEW MIDDLE SCHOOL","2000 VIA SONOMA TRL","ROUND ROCK","78,664","2000 VIA SONOMA TRL","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","06 07 08","2","0","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","1,370","A",,
"246,909,130","354","9,082","442","246,909","ROUND ROCK ISD","BLACKLAND PRAIRIE EL","2105 VIA SONOMA TRL","ROUND ROCK","78,664","2105 VIA SONOMA TRL","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","EE KG 01 02 03 04 05","1","0","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","828","A",,
"246,909,101","383","14,625","5,986","246,909","ROUND ROCK ISD","CLAUDE BERKMAN EL","400 W  ANDERSON  AVE","ROUND ROCK","78,664","400 W  ANDERSON  AVE","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","478","B",,
"246,909,107","384","14,654","6,015","246,909","ROUND ROCK ISD","DEEP WOOD EL","705 ST WILLIAMS DR","ROUND ROCK","78,681","705 ST WILLIAMS DR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","EE KG 01 02 03 04 05","1","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","385","B",,
"246,909,129","405","9,003","363","246,909","ROUND ROCK ISD","NEW EL AT WILLOW RUN","1311 ROUND ROCK AVE","ROUND ROCK","78,681","1311 ROUND ROCK AVE","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","803","C",,
"246,909,046","410","9,184","544","246,909","ROUND ROCK ISD","HOPEWELL MIDDLE","1535 GULF WAY","ROUND ROCK","78,664","1535 GULF WAY","ROUND ROCK","78,664","246","WILLIAMSON COUNTY","13","06 07 08","2","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","1,216","B",,
"246,909,005","426","10,901","2,262","246,909","ROUND ROCK ISD","GOALS","300 N LK CREEK DR","ROUND ROCK","78,681","300 N LK CREEK DR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","06 07 08 09 10 11 12","5","0","ALTERNATIVE",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005",,,,
"246,909,001","455","14,549","5,910","246,909","ROUND ROCK ISD","ROUND ROCK H S","300 LK CREEK DR","ROUND ROCK","78,681","300 LK CREEK DR","ROUND ROCK","78,681","246","WILLIAMSON COUNTY","13","09 10 11 12","4","1","REGULAR",,"21","400,358,348","CITY OF ROUND ROCK","ROUND ROCK FULL PURPOSE","3,675","FULL PURPOSE","OCLL","meekss","2017 Nov 29 12:00:00 AM","meekss","2018 Jun 26 12:00:00 AM","1,011,133,633.56","535,529.405005","3,501","A","676","678"
"227,907,004","108","16,658","8,019","227,907","MANOR ISD","MANOR NEW TECHNOLOGY HIGH","10323 HWY 290E","MANOR","78,653","10323 HWY 290E","MANOR","78,653","227","TRAVIS COUNTY","13","09 10 11 12","4","0","REGULAR INSTRUCTIONAL",,"23","400,359,752","CITY OF MANOR","MANOR FULL PURPOSE","2,645","FULL PURPOSE","OCLL","meekss","2017 Dec 13 12:00:00 AM","meekss","2018 Sep 05 12:00:00 AM","267,260,458.205","282,972.532396","431","A","92","94"
"227,907,001","134","10,560","1,921","227,907","MANOR ISD","MANOR H S","P O BOX 679","MANOR","78,653","12700 GREGG MANOR RD","MANOR","78,653","227","TRAVIS COUNTY","13","09 10 11 12","4","1","REGULAR",,"23","400,359,752","CITY OF MANOR","MANOR FULL PURPOSE","2,645","FULL PURPOSE","OCLL","meekss","2017 Dec 13 12:00:00 AM","meekss","2018 Sep 05 12:00:00 AM","267,260,458.205","282,972.532396","1,975","C","349","392"
"227,907,041","208","13,870","5,231","227,907","MANOR ISD","MANOR MIDDLE","P O BOX 388","MANOR","78,653","12900 GREG MANOR RD","MANOR","78,653","227","TRAVIS COUNTY","13","06 07 08","2","1","REGULAR",,"23","400,359,752","CITY OF MANOR","MANOR FULL PURPOSE","2,645","FULL PURPOSE","OCLL","meekss","2017 Dec 13 12:00:00 AM","meekss","2018 Sep 05 12:00:00 AM","267,260,458.205","282,972.532396","771","F",,
"227,907,105","283","16,162","7,523","227,907","MANOR ISD","BLAKE MANOR EL","18010 BLAKE MANOR RD","MANOR","78,653","18010 BLAKE MANOR RD","MANOR","78,653","227","TRAVIS COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"23","400,359,752","CITY OF MANOR","MANOR FULL PURPOSE","2,645","FULL PURPOSE","OCLL","meekss","2017 Dec 13 12:00:00 AM","meekss","2018 Sep 05 12:00:00 AM","267,260,458.205","282,972.532396","556","B",,
"227,907,002","301","9,321","681","227,907","MANOR ISD","MANOR EXCEL ACADEMY","P O BOX 359","MANOR","78,653","10334 OLD HWY 20","MANOR","78,653","227","TRAVIS COUNTY","13","06 07 08 09 10 11 12","5","1","ALTERNATIVE",,"23","400,359,752","CITY OF MANOR","MANOR FULL PURPOSE","2,645","FULL PURPOSE","OCLL","meekss","2017 Dec 13 12:00:00 AM","meekss","2018 Sep 05 12:00:00 AM","267,260,458.205","282,972.532396","93","C","35","61"
"227,907,101","308","10,568","1,929","227,907","MANOR ISD","MANOR EL","P O BOX 348","MANOR","78,653","12904 GREGG MANOR RD","MANOR","78,653","227","TRAVIS COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"23","400,359,752","CITY OF MANOR","MANOR FULL PURPOSE","2,645","FULL PURPOSE","OCLL","meekss","2017 Dec 13 12:00:00 AM","meekss","2018 Sep 05 12:00:00 AM","267,260,458.205","282,972.532396","294","C",,
